,id,id_android,speed,time,distance,rating,rating_bus,rating_weather,car_or_bus,l_001 - A FRANCO BUGIO,l_002 - FERNANDO COLLOR DIA,l_007 - FERNANDO COLLOR ATALAIA,l_008 - SANTA TEREZA B INDUSTRIA,l_020 - PIABETA DIA,l_031 - EDUARDO GOMES DES. MAYNA,l_034 - TERM ROD L  BATISTA,l_040 - MARCOS FREIRE II DIA,l_051 - ATALAIA CENTRO,l_060 - PADRE PEDRO CAMPUS,l_061 - M. FREIRE CENTRO,l_080 - BUGIO ATALAIA,l_100 1 - CIRCULAR SHOPPINGS,l_409 - RIOMAR DIA,l_702 - AUGUSTO FRANCO BEIRA MAR,l_707 - CASTELO BRANCO CENTRO,l_715 - TIJUQUINHA  DES MAYNARD,l_721 - CASTELO BRANCO SUISSA
0,1,0,19.2105856218409,0.138048888888889,2.6519999999999997,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2,0,30.848229110141002,0.17148472222222197,5.29,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,3,1,13.5601009375705,0.0676986111111111,0.9179999999999999,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,4,1,19.7666790267834,0.38954444444444397,7.7,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,8,0,25.8074009208982,0.154800555555556,3.995,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,10,2,1.34691332363334,0.00668194444444444,0.009000000000000001,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,11,3,36.8507874006155,0.22800055555555604,8.402000000000001,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,12,1,17.4051312905583,0.0387816666666667,0.675,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,13,1,15.395436139699699,0.526844444444444,8.111,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,14,1,8.90272943762594,0.00303277777777778,0.027000000000000003,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,16,3,15.041348024653301,0.217866111111111,3.2769999999999997,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,17,3,14.440098123715401,0.268142222222222,3.872,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,18,1,16.3567325479505,0.0770325,1.26,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,19,1,17.5427999490819,0.333869166666667,5.857,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,20,4,9.451815572371991,0.276772222222222,2.616,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,21,4,9.451815572371991,0.276772222222222,2.616,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,22,4,16.2635039490851,0.4509483333333329,7.334,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,23,4,21.2235944272772,0.28972472222222195,6.149,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,24,4,19.4236545402881,0.23656722222222198,4.595,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,25,4,20.7996291423591,0.425440277777778,8.849,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,26,4,8.72437241694035,1.94294777777778,16.951,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,27,4,8.72437241694035,1.94294777777778,16.951,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,28,3,8.68613764219664,0.502409722222222,4.364,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,30,3,54.9959473181491,1.01407472222222,55.77,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,31,3,54.9959473181491,1.01407472222222,55.77,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,33,1,12.611044809338699,0.579095555555556,7.303,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26,34,3,14.534287200101199,0.0790544444444444,1.149,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,35,3,10.2882266731803,0.318422222222222,3.2760000000000002,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28,36,3,18.328189136729602,0.130945833333333,2.4,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29,37,1,17.1776350229212,0.166088055555556,2.853,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30,38,1,17.0978233675256,0.133233333333333,2.278,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31,39,1,32.520702119913395,0.203716388888889,6.625,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,40,1,19.934809873383998,0.32912277777777804,6.561,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,41,1,21.513801773291103,0.6572525,14.14,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34,42,1,27.5257702575601,0.29238055555555603,8.048,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,43,1,28.104520679060997,0.27657472222222196,7.773,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36,44,3,22.322462499663402,0.0825177777777778,1.8419999999999999,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37,45,3,22.322462499663402,0.0825177777777778,1.8419999999999999,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38,46,3,32.3773039972723,0.166196666666667,5.381,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39,47,1,22.377924518791104,0.3471725,7.769,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40,48,1,24.908255870418202,0.26485194444444393,6.597,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41,49,5,37.1409017347196,0.5008494444444439,18.602,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42,50,5,37.1409017347196,0.5008494444444439,18.602,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43,51,2,72.92675452038,0.00906388888888889,0.6609999999999999,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44,54,1,0.0663753526190608,0.0150658333333333,0.001,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45,55,1,83.32813505783359,0.0837172222222222,6.976,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46,56,1,83.32813505783359,0.0837172222222222,6.976,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47,58,6,96.20602881735729,0.350695277777778,33.739000000000004,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48,61,1,3.23767476085357,0.0101925,0.033,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49,63,1,0.582100412321125,0.0034358333333333302,0.002,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50,65,1,1.3868378812199,0.00432638888888889,0.006,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51,67,1,0.18086513824460299,0.0331738888888889,0.006,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52,70,1,0.18730651497151396,0.0320330555555556,0.006,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53,71,1,2.7403516784654,0.0036491666666666703,0.01,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54,78,1,1.55177191415992,0.00902194444444445,0.013999999999999999,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55,99,1,0.891614214585237,0.0325252777777778,0.028999999999999998,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56,128,1,1.2619744642138,0.133124722222222,0.168,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57,131,7,19.8334720520812,0.509290555555556,10.101,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
58,132,7,16.8934214662962,0.563710555555556,9.523,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
59,133,7,20.5827023203105,0.49318111111111107,10.151,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60,134,8,0.307454685867442,0.4586041666666671,0.141,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61,135,8,0.307454685867442,0.4586041666666671,0.141,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62,136,9,21.671743715060398,0.24894166666666698,5.395,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63,137,9,21.671743715060398,0.24894166666666698,5.395,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64,138,9,33.2011779795367,0.10460472222222197,3.4730000000000003,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
65,139,9,33.2011779795367,0.10460472222222197,3.4730000000000003,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
66,140,9,26.895589231351398,0.230483888888889,6.199,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
67,141,9,26.895589231351398,0.230483888888889,6.199,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
68,142,9,31.085331330521697,0.24040277777777802,7.473,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
69,143,9,31.085331330521697,0.24040277777777802,7.473,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70,145,8,0.46192954848081297,0.11473611111111098,0.053,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
71,146,8,0.777134962438477,0.0193016666666667,0.015,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72,147,8,1.28318369631319,0.35536611111111105,0.456,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
73,148,8,1.48769112698506,0.00470527777777778,0.006999999999999999,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
74,149,8,23.0511917163542,0.31837833333333304,7.3389999999999995,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
75,150,7,21.2391801941645,0.4751125,10.091000000000001,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
76,151,7,21.3008271746005,0.443175277777778,9.44,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77,153,7,24.430593510802805,0.416649722222222,10.179,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
78,155,1,0.637205734851614,0.00470805555555556,0.003,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
79,156,3,17.927771315043103,0.0212519444444444,0.381,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80,157,10,0.19612241627944196,0.0866805555555556,0.017,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
81,158,10,0.0358392609147971,0.0558047222222222,0.002,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82,159,1,1.03398755385352,0.00290138888888889,0.003,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
83,171,1,8.98564792345559,0.00400638888888889,0.036000000000000004,1,3,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
84,173,1,0.7276843467011641,0.0137422222222222,0.01,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
85,177,1,3.45644242463035,0.0043397222222222205,0.015,3,1,1,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
86,179,1,1.58068057080132,0.00506111111111111,0.008,3,1,2,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
87,180,1,0.25491237387148197,0.0235375,0.006,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
88,190,1,0.9195402298850579,0.002175,0.002,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
89,205,1,1.0229088971763498,0.007820833333333329,0.008,3,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
90,206,1,0.0601222485720966,0.0166327777777778,0.001,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
91,207,1,0.0669367155853642,0.10457638888888901,0.006999999999999999,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
92,208,1,13.468798526444099,0.29497805555555606,3.9730000000000003,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
93,209,10,0.12591842012659699,0.26207444444444394,0.033,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
94,210,10,23.784876752305998,0.266513888888889,6.3389999999999995,1,2,2,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
95,248,10,24.003004419964,0.288463888888889,6.9239999999999995,3,1,2,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
96,32446,10,21.195493325348497,0.310773611111111,6.587000000000001,3,2,2,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
97,32447,10,21.195493325348497,0.310773611111111,6.587000000000001,3,2,2,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
98,37945,10,20.3702468927379,0.39160055555555606,7.977,3,1,2,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
99,37949,11,2.87800872909554,0.0128561111111111,0.037000000000000005,1,2,2,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100,37950,10,18.793595434369102,0.12616,2.371,3,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
101,37951,10,18.793595434369102,0.12616,2.371,3,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
102,37953,10,14.900391846751301,0.462269722222222,6.888,3,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
103,37954,10,14.900391846751301,0.462269722222222,6.888,3,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
104,37955,10,25.5547121629502,0.442071111111111,11.297,3,1,2,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
105,37956,10,6.76963371457903,0.16884222222222198,1.143,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
106,37957,10,22.4681840403171,0.3699008333333329,8.311,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
107,37960,1,13.532219442872698,0.46784638888888896,6.331,1,1,1,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
108,37961,10,17.9720982129203,0.454092777777778,8.161,3,1,2,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
109,37962,12,14.7120528108936,1.27915527777778,18.819000000000003,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110,37964,10,29.5409544460097,0.21394027777777802,6.32,3,1,2,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
111,37965,10,15.6202167120987,0.330469166666667,5.162000000000001,3,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
112,37967,1,0.009779393188652641,0.3067675,0.003,1,1,1,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
113,37969,1,16.7788951880074,0.19309972222222196,3.24,1,1,1,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
114,37971,1,4.87144790257104,0.00862166666666667,0.042,3,1,1,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
115,37972,1,4.87144790257104,0.00862166666666667,0.042,3,1,1,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
116,37973,1,0.366662786637178,0.0190911111111111,0.006999999999999999,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
117,37979,1,0.559217096065508,0.050069999999999996,0.027999999999999997,3,1,2,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
118,37982,1,4.68039003250271,0.0038458333333333296,0.018000000000000002,3,1,2,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
119,37983,1,1.60135225301366,0.00624472222222222,0.01,3,1,2,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
120,37989,10,18.7052756317992,0.436935555555556,8.173,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
121,37990,1,1.83416125334352,0.00218083333333333,0.004,3,1,2,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
122,37992,10,13.5582998412167,0.5305975,7.194,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
123,37993,13,0.102032140124139,0.00980083333333333,0.001,3,1,2,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
124,37995,10,0.17718394102157897,0.214466388888889,0.038,3,1,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
125,37996,13,25.957602520528898,0.5374533333333329,13.950999999999999,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
126,37997,13,25.957602520528898,0.5374533333333329,13.950999999999999,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
127,37998,1,1.4140938015555,0.0035358333333333296,0.005,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
128,38000,1,16.685368043088,0.4456,7.435,3,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
129,38001,10,10.941289087428201,0.7660888888888892,8.382,3,1,2,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
130,38002,12,30.397044645473798,0.8047163888888891,24.461,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
131,38003,14,6.759735823274879,0.4878888888888889,3.298,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
132,38012,15,25.654938414407603,0.35661750000000003,9.149,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
133,38013,15,17.6544921328944,0.525588611111111,9.279,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
134,38015,10,24.5047380202986,0.19804333333333302,4.853,1,2,2,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
135,38016,1,11.5665726177222,0.441358055555556,5.105,1,3,1,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
136,38017,16,14.630896360136699,0.7667336111111109,11.218,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
137,38018,17,0.39847567242769705,0.0175669444444444,0.006999999999999999,3,1,2,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
138,38019,16,9.076858607636039,0.512401944444444,4.651,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
139,38020,18,25.4513325533673,0.19397805555555606,4.937,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
140,38021,18,25.4513325533673,0.19397805555555606,4.937,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
141,38022,1,19.3767939170255,0.351399722222222,6.809,1,2,2,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
142,38024,10,7.1380678780250095,0.580829444444444,4.146,3,1,2,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
143,38030,1,1.78318709312199,0.00392555555555556,0.006999999999999999,3,1,2,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
144,38031,19,0.172012210205695,0.459269722222222,0.079,3,1,2,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
145,38039,20,1.3116119294227901,0.0160108333333333,0.021,3,1,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
146,38044,21,23.1993918615228,0.23423027777777802,5.434,3,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
147,38045,21,23.5029280217167,0.159426944444444,3.747,3,1,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
148,38064,22,1.4451421176245,0.0927244444444444,0.134,3,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
149,38069,23,0.5362462760675271,0.0223777777777778,0.012,3,1,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150,38072,24,36.6470717274739,0.20007055555555606,7.332000000000001,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
151,38073,24,31.367336766904803,0.25580749999999997,8.024,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
152,38074,24,25.5623968267628,0.177526388888889,4.538,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
153,38075,24,38.0281073650115,0.17134694444444398,6.516,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
154,38076,24,28.1424373938593,0.22670388888888898,6.38,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
155,38077,24,21.8120695151521,0.14377361111111098,3.136,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
156,38079,24,23.8285145972787,0.19690694444444395,4.692,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
157,38080,24,28.3366193216111,0.11045777777777802,3.13,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
158,38081,24,30.051731888125,0.218756111111111,6.574,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
159,38082,24,30.1737883866982,0.255387222222222,7.706,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
160,38084,25,1.15377219409012,0.0130008333333333,0.015,1,3,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
161,38090,26,0.843222985633979,0.007115555555555559,0.006,3,1,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
162,38092,27,1.3729977116704801,0.0167516666666667,0.023,3,1,2,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
